evaluation,metric_type,comparison,level,class_metric_kind,class,support,tp,fp,fn,precision,recall,f1,cohen_kappa_one_vs_rest
Evaluation 3: EXP2 vs EXP1 vs PHY,contributory_llm_pair,EXP2_contrib_set vs EXP1_contrib_set,level2,multi_label,04-04,3,1,0,2,1.0,0.3333333333333333,0.5,0.4998454086363991
Evaluation 3: EXP2 vs EXP1 vs PHY,contributory_llm_pair,EXP2_contrib_set vs EXP1_contrib_set,level2,multi_label,04-05,26,6,5,20,0.5454545454545454,0.23076923076923078,0.3243243243243243,0.32216504924883343
Evaluation 3: EXP2 vs EXP1 vs PHY,contributory_llm_pair,EXP2_contrib_set vs EXP1_contrib_set,level2,multi_label,04-06,13,2,1,11,0.6666666666666666,0.15384615384615385,0.25,0.24924584246485496
Evaluation 3: EXP2 vs EXP1 vs PHY,contributory_llm_pair,EXP2_contrib_set vs EXP1_contrib_set,level2,multi_label,04-07,8,1,1,7,0.5,0.125,0.2,0.19947214318116988
Evaluation 3: EXP2 vs EXP1 vs PHY,contributory_llm_pair,EXP2_contrib_set vs EXP1_contrib_set,level2,multi_label,04-09,15,0,2,15,0.0,0.0,,-0.0007277932096766171
Evaluation 3: EXP2 vs EXP1 vs PHY,contributory_llm_pair,EXP2_contrib_set vs EXP1_contrib_set,level2,multi_label,04-99,79,13,28,66,0.3170731707317073,0.16455696202531644,0.21666666666666667,0.20785508142293332
Evaluation 3: EXP2 vs EXP1 vs PHY,contributory_llm_pair,EXP2_contrib_set vs EXP1_contrib_set,level2,multi_label,05-00,10,0,21,10,0.0,0.0,,-0.002799570732473572
Evaluation 3: EXP2 vs EXP1 vs PHY,contributory_llm_pair,EXP2_contrib_set vs EXP1_contrib_set,level2,multi_label,05-01,4,0,0,4,,0.0,,0.0
Evaluation 3: EXP2 vs EXP1 vs PHY,contributory_llm_pair,EXP2_contrib_set vs EXP1_contrib_set,level2,multi_label,05-02,8,0,0,8,,0.0,,0.0
Evaluation 3: EXP2 vs EXP1 vs PHY,contributory_llm_pair,EXP2_contrib_set vs EXP1_contrib_set,level2,multi_label,05-03,162,13,9,149,0.5909090909090909,0.08024691358024691,0.14130434782608695,0.13439464272813154
Evaluation 3: EXP2 vs EXP1 vs PHY,contributory_llm_pair,EXP2_contrib_set vs EXP1_contrib_set,level2,multi_label,05-04,16,0,2,16,0.0,0.0,,-0.0007331882231833058
Evaluation 3: EXP2 vs EXP1 vs PHY,contributory_llm_pair,EXP2_contrib_set vs EXP1_contrib_set,level2,multi_label,05-05,116,17,21,99,0.4473684210526316,0.14655172413793102,0.22077922077922077,0.21147768723952343
Evaluation 3: EXP2 vs EXP1 vs PHY,contributory_llm_pair,EXP2_contrib_set vs EXP1_contrib_set,level2,multi_label,05-06,98,17,15,81,0.53125,0.17346938775510204,0.26153846153846155,0.25412332017329026
Evaluation 3: EXP2 vs EXP1 vs PHY,contributory_llm_pair,EXP2_contrib_set vs EXP1_contrib_set,level2,multi_label,05-08,7,1,7,6,0.125,0.14285714285714285,0.13333333333333333,0.1319978536934778
Evaluation 3: EXP2 vs EXP1 vs PHY,contributory_llm_pair,EXP2_contrib_set vs EXP1_contrib_set,level2,multi_label,05-99,74,4,6,70,0.4,0.05405405405405406,0.09523809523809523,0.09194134504593998
Evaluation 3: EXP2 vs EXP1 vs PHY,contributory_llm_pair,EXP2_contrib_set vs EXP1_contrib_set,level2,multi_label,99-00,34,0,2,34,0.0,0.0,,-0.000779048186412019
Evaluation 3: EXP2 vs EXP1 vs PHY,contributory_llm_pair,EXP2_contrib_set vs EXP1_contrib_set,level2,multi_label,BLANK,0,0,1016,0,0.0,,,0.0
Evaluation 3: EXP2 vs EXP1 vs PHY,contributory_llm_pair,EXP2_contrib_set vs EXP1_contrib_set,level1,multi_label,00,286,8,52,278,0.13333333333333333,0.027972027972027972,0.04624277456647399,0.02634212417422399
Evaluation 3: EXP2 vs EXP1 vs PHY,contributory_llm_pair,EXP2_contrib_set vs EXP1_contrib_set,level1,multi_label,01,2193,1375,473,818,0.7440476190476191,0.6269949840401277,0.6805246226181638,0.45546529551363696
Evaluation 3: EXP2 vs EXP1 vs PHY,contributory_llm_pair,EXP2_contrib_set vs EXP1_contrib_set,level1,multi_label,02,126,15,3,111,0.8333333333333334,0.11904761904761904,0.20833333333333331,0.20316118773549488
Evaluation 3: EXP2 vs EXP1 vs PHY,contributory_llm_pair,EXP2_contrib_set vs EXP1_contrib_set,level1,multi_label,03,3189,2478,406,711,0.8592233009708737,0.7770460959548448,0.8160711345298863,0.5106748737172573
Evaluation 3: EXP2 vs EXP1 vs PHY,contributory_llm_pair,EXP2_contrib_set vs EXP1_contrib_set,level1,multi_label,04,190,43,31,147,0.581081081081081,0.22631578947368422,0.32575757575757575,0.31062700307723556
Evaluation 3: EXP2 vs EXP1 vs PHY,contributory_llm_pair,EXP2_contrib_set vs EXP1_contrib_set,level1,multi_label,05,440,97,28,343,0.776,0.22045454545454546,0.3433628318584071,0.3159192156371053
Evaluation 3: EXP2 vs EXP1 vs PHY,contributory_llm_pair,EXP2_contrib_set vs EXP1_contrib_set,level1,multi_label,99,34,0,2,34,0.0,0.0,,-0.000779048186412019
Evaluation 3: EXP2 vs EXP1 vs PHY,contributory_llm_pair,EXP2_contrib_set vs EXP1_contrib_set,level1,multi_label,BLANK,0,0,1016,0,0.0,,,0.0
Evaluation 4: EXP2 vs EXP4 vs PHY,direct,EXP2_direct vs PHY_direct,full,single_label,00-02-00,0,0,56,0,0.0,,,
Evaluation 4: EXP2 vs EXP4 vs PHY,direct,EXP2_direct vs PHY_direct,full,single_label,00-04-00,0,0,1,0,0.0,,,
Evaluation 4: EXP2 vs EXP4 vs PHY,direct,EXP2_direct vs PHY_direct,full,single_label,01-00-00,14,0,0,14,,0.0,,
Evaluation 4: EXP2 vs EXP4 vs PHY,direct,EXP2_direct vs PHY_direct,full,single_label,01-01-00,13,0,11,13,0.0,0.0,,
Evaluation 4: EXP2 vs EXP4 vs PHY,direct,EXP2_direct vs PHY_direct,full,single_label,01-01-01,12,2,1,10,0.6666666666666666,0.16666666666666666,0.26666666666666666,
Evaluation 4: EXP2 vs EXP4 vs PHY,direct,EXP2_direct vs PHY_direct,full,single_label,01-01-02,11,8,7,3,0.5333333333333333,0.7272727272727273,0.6153846153846153,
Evaluation 4: EXP2 vs EXP4 vs PHY,direct,EXP2_direct vs PHY_direct,full,single_label,01-01-04,25,8,12,17,0.4,0.32,0.35555555555555557,
Evaluation 4: EXP2 vs EXP4 vs PHY,direct,EXP2_direct vs PHY_direct,full,single_label,01-01-05,9,1,2,8,0.3333333333333333,0.1111111111111111,0.16666666666666666,
Evaluation 4: EXP2 vs EXP4 vs PHY,direct,EXP2_direct vs PHY_direct,full,single_label,01-01-06,28,6,4,22,0.6,0.21428571428571427,0.3157894736842105,
Evaluation 4: EXP2 vs EXP4 vs PHY,direct,EXP2_direct vs PHY_direct,full,single_label,01-03-00,3,0,0,3,,0.0,,
Evaluation 4: EXP2 vs EXP4 vs PHY,direct,EXP2_direct vs PHY_direct,full,single_label,01-04-00,3,0,1,3,0.0,0.0,,
Evaluation 4: EXP2 vs EXP4 vs PHY,direct,EXP2_direct vs PHY_direct,full,single_label,01-04-01,28,2,2,26,0.5,0.07142857142857142,0.125,
Evaluation 4: EXP2 vs EXP4 vs PHY,direct,EXP2_direct vs PHY_direct,full,single_label,01-04-02,2,0,35,2,0.0,0.0,,
Evaluation 4: EXP2 vs EXP4 vs PHY,direct,EXP2_direct vs PHY_direct,full,single_label,01-04-03,6,0,0,6,,0.0,,
Evaluation 4: EXP2 vs EXP4 vs PHY,direct,EXP2_direct vs PHY_direct,full,single_label,01-05-00,2,1,3,1,0.25,0.5,0.3333333333333333,
Evaluation 4: EXP2 vs EXP4 vs PHY,direct,EXP2_direct vs PHY_direct,full,single_label,02-03-00,2,1,0,1,1.0,0.5,0.6666666666666666,
Evaluation 4: EXP2 vs EXP4 vs PHY,direct,EXP2_direct vs PHY_direct,full,single_label,02-05-00,2,1,0,1,1.0,0.5,0.6666666666666666,
Evaluation 4: EXP2 vs EXP4 vs PHY,direct,EXP2_direct vs PHY_direct,full,single_label,03-00-00,3,0,0,3,,0.0,,
Evaluation 4: EXP2 vs EXP4 vs PHY,direct,EXP2_direct vs PHY_direct,full,single_label,03-01-00,4,0,1,4,0.0,0.0,,
Evaluation 4: EXP2 vs EXP4 vs PHY,direct,EXP2_direct vs PHY_direct,full,single_label,03-01-01,1,0,11,1,0.0,0.0,,
Evaluation 4: EXP2 vs EXP4 vs PHY,direct,EXP2_direct vs PHY_direct,full,single_label,03-01-02,33,13,5,20,0.7222222222222222,0.3939393939393939,0.5098039215686274,
Evaluation 4: EXP2 vs EXP4 vs PHY,direct,EXP2_direct vs PHY_direct,full,single_label,03-01-03,4,1,0,3,1.0,0.25,0.4,
Evaluation 4: EXP2 vs EXP4 vs PHY,direct,EXP2_direct vs PHY_direct,full,single_label,03-01-04,42,27,14,15,0.6585365853658537,0.6428571428571429,0.6506024096385543,
Evaluation 4: EXP2 vs EXP4 vs PHY,direct,EXP2_direct vs PHY_direct,full,single_label,03-01-99,0,0,2,0,0.0,,,
Evaluation 4: EXP2 vs EXP4 vs PHY,direct,EXP2_direct vs PHY_direct,full,single_label,03-02-00,0,0,9,0,0.0,,,
Evaluation 4: EXP2 vs EXP4 vs PHY,direct,EXP2_direct vs PHY_direct,full,single_label,03-02-02,1,1,1,0,0.5,1.0,0.6666666666666666,
Evaluation 4: EXP2 vs EXP4 vs PHY,direct,EXP2_direct vs PHY_direct,full,single_label,03-03-00,14,1,1,13,0.5,0.07142857142857142,0.125,
Evaluation 4: EXP2 vs EXP4 vs PHY,direct,EXP2_direct vs PHY_direct,full,single_label,03-03-01,1,0,2,1,0.0,0.0,,
Evaluation 4: EXP2 vs EXP4 vs PHY,direct,EXP2_direct vs PHY_direct,full,single_label,03-03-02,3,0,3,3,0.0,0.0,,
Evaluation 4: EXP2 vs EXP4 vs PHY,direct,EXP2_direct vs PHY_direct,full,single_label,03-03-03,3,1,12,2,0.07692307692307693,0.3333333333333333,0.125,
Evaluation 4: EXP2 vs EXP4 vs PHY,direct,EXP2_direct vs PHY_direct,full,single_label,03-04-00,2,0,1,2,0.0,0.0,,
Evaluation 4: EXP2 vs EXP4 vs PHY,direct,EXP2_direct vs PHY_direct,full,single_label,03-04-01,1,0,0,1,,0.0,,
Evaluation 4: EXP2 vs EXP4 vs PHY,direct,EXP2_direct vs PHY_direct,full,single_label,03-04-02,1,1,5,0,0.16666666666666666,1.0,0.2857142857142857,
Evaluation 4: EXP2 vs EXP4 vs PHY,direct,EXP2_direct vs PHY_direct,full,single_label,03-04-99,0,0,1,0,0.0,,,
Evaluation 4: EXP2 vs EXP4 vs PHY,direct,EXP2_direct vs PHY_direct,full,single_label,03-05-00,1,0,0,1,,0.0,,
Evaluation 4: EXP2 vs EXP4 vs PHY,direct,EXP2_direct vs PHY_direct,full,single_label,03-05-01,1,0,5,1,0.0,0.0,,
Evaluation 4: EXP2 vs EXP4 vs PHY,direct,EXP2_direct vs PHY_direct,full,single_label,03-06-00,7,0,2,7,0.0,0.0,,
Evaluation 4: EXP2 vs EXP4 vs PHY,direct,EXP2_direct vs PHY_direct,full,single_label,03-06-02,1,0,1,1,0.0,0.0,,
Evaluation 4: EXP2 vs EXP4 vs PHY,direct,EXP2_direct vs PHY_direct,full,single_label,03-06-03,1,1,0,0,1.0,1.0,1.0,
Evaluation 4: EXP2 vs EXP4 vs PHY,direct,EXP2_direct vs PHY_direct,full,single_label,03-06-04,2,0,0,2,,0.0,,
Evaluation 4: EXP2 vs EXP4 vs PHY,direct,EXP2_direct vs PHY_direct,full,single_label,03-06-99,0,0,2,0,0.0,,,
Evaluation 4: EXP2 vs EXP4 vs PHY,direct,EXP2_direct vs PHY_direct,full,single_label,03-07-01,1,1,8,0,0.1111111111111111,1.0,0.19999999999999998,
Evaluation 4: EXP2 vs EXP4 vs PHY,direct,EXP2_direct vs PHY_direct,full,single_label,03-08-00,8,5,3,3,0.625,0.625,0.625,
Evaluation 4: EXP2 vs EXP4 vs PHY,direct,EXP2_direct vs PHY_direct,full,single_label,03-08-01,3,0,0,3,,0.0,,
Evaluation 4: EXP2 vs EXP4 vs PHY,direct,EXP2_direct vs PHY_direct,full,single_label,03-09-01,0,0,3,0,0.0,,,
Evaluation 4: EXP2 vs EXP4 vs PHY,direct,EXP2_direct vs PHY_direct,full,single_label,04-00-00,2,0,0,2,,0.0,,
Evaluation 4: EXP2 vs EXP4 vs PHY,direct,EXP2_direct vs PHY_direct,full,single_label,04-01-00,2,1,0,1,1.0,0.5,0.6666666666666666,
Evaluation 4: EXP2 vs EXP4 vs PHY,direct,EXP2_direct vs PHY_direct,full,single_label,04-02-00,1,0,1,1,0.0,0.0,,
Evaluation 4: EXP2 vs EXP4 vs PHY,direct,EXP2_direct vs PHY_direct,full,single_label,04-03-00,3,0,0,3,,0.0,,
Evaluation 4: EXP2 vs EXP4 vs PHY,direct,EXP2_direct vs PHY_direct,full,single_label,04-05-00,4,1,0,3,1.0,0.25,0.4,
Evaluation 4: EXP2 vs EXP4 vs PHY,direct,EXP2_direct vs PHY_direct,full,single_label,04-06-00,1,1,0,0,1.0,1.0,1.0,
Evaluation 4: EXP2 vs EXP4 vs PHY,direct,EXP2_direct vs PHY_direct,full,single_label,04-08-00,1,0,0,1,,0.0,,
Evaluation 4: EXP2 vs EXP4 vs PHY,direct,EXP2_direct vs PHY_direct,full,single_label,04-99-00,0,0,3,0,0.0,,,
Evaluation 4: EXP2 vs EXP4 vs PHY,direct,EXP2_direct vs PHY_direct,full,single_label,05-00-00,0,0,2,0,0.0,,,
Evaluation 4: EXP2 vs EXP4 vs PHY,direct,EXP2_direct vs PHY_direct,full,single_label,05-03-00,1,0,0,1,,0.0,,
Evaluation 4: EXP2 vs EXP4 vs PHY,direct,EXP2_direct vs PHY_direct,full,single_label,05-05-00,1,0,3,1,0.0,0.0,,
Evaluation 4: EXP2 vs EXP4 vs PHY,direct,EXP2_direct vs PHY_direct,full,single_label,05-06-00,16,7,0,9,1.0,0.4375,0.6086956521739131,
Evaluation 4: EXP2 vs EXP4 vs PHY,direct,EXP2_direct vs PHY_direct,full,single_label,BLANK,0,0,2,0,0.0,,,
Evaluation 4: EXP2 vs EXP4 vs PHY,direct,EXP2_direct vs PHY_direct,level2,single_label,00-02,0,0,56,0,0.0,,,
Evaluation 4: EXP2 vs EXP4 vs PHY,direct,EXP2_direct vs PHY_direct,level2,single_label,00-04,0,0,1,0,0.0,,,
Evaluation 4: EXP2 vs EXP4 vs PHY,direct,EXP2_direct vs PHY_direct,level2,single_label,01-00,14,0,0,14,,0.0,,
Evaluation 4: EXP2 vs EXP4 vs PHY,direct,EXP2_direct vs PHY_direct,level2,single_label,01-01,98,43,19,55,0.6935483870967742,0.4387755102040816,0.5375,
Evaluation 4: EXP2 vs EXP4 vs PHY,direct,EXP2_direct vs PHY_direct,level2,single_label,01-03,3,0,0,3,,0.0,,
Evaluation 4: EXP2 vs EXP4 vs PHY,direct,EXP2_direct vs PHY_direct,level2,single_label,01-04,39,21,19,18,0.525,0.5384615384615384,0.5316455696202531,
Evaluation 4: EXP2 vs EXP4 vs PHY,direct,EXP2_direct vs PHY_direct,level2,single_label,01-05,2,1,3,1,0.25,0.5,0.3333333333333333,
Evaluation 4: EXP2 vs EXP4 vs PHY,direct,EXP2_direct vs PHY_direct,level2,single_label,02-03,2,1,0,1,1.0,0.5,0.6666666666666666,
Evaluation 4: EXP2 vs EXP4 vs PHY,direct,EXP2_direct vs PHY_direct,level2,single_label,02-05,2,1,0,1,1.0,0.5,0.6666666666666666,
Evaluation 4: EXP2 vs EXP4 vs PHY,direct,EXP2_direct vs PHY_direct,level2,single_label,03-00,3,0,0,3,,0.0,,
Evaluation 4: EXP2 vs EXP4 vs PHY,direct,EXP2_direct vs PHY_direct,level2,single_label,03-01,84,61,13,23,0.8243243243243243,0.7261904761904762,0.7721518987341773,
Evaluation 4: EXP2 vs EXP4 vs PHY,direct,EXP2_direct vs PHY_direct,level2,single_label,03-02,1,1,10,0,0.09090909090909091,1.0,0.16666666666666669,
Evaluation 4: EXP2 vs EXP4 vs PHY,direct,EXP2_direct vs PHY_direct,level2,single_label,03-03,21,14,6,7,0.7,0.6666666666666666,0.6829268292682926,
Evaluation 4: EXP2 vs EXP4 vs PHY,direct,EXP2_direct vs PHY_direct,level2,single_label,03-04,4,1,7,3,0.125,0.25,0.16666666666666666,
Evaluation 4: EXP2 vs EXP4 vs PHY,direct,EXP2_direct vs PHY_direct,level2,single_label,03-05,2,1,4,1,0.2,0.5,0.28571428571428575,
Evaluation 4: EXP2 vs EXP4 vs PHY,direct,EXP2_direct vs PHY_direct,level2,single_label,03-06,11,4,2,7,0.6666666666666666,0.36363636363636365,0.4705882352941177,
Evaluation 4: EXP2 vs EXP4 vs PHY,direct,EXP2_direct vs PHY_direct,level2,single_label,03-07,1,1,8,0,0.1111111111111111,1.0,0.19999999999999998,
Evaluation 4: EXP2 vs EXP4 vs PHY,direct,EXP2_direct vs PHY_direct,level2,single_label,03-08,11,5,3,6,0.625,0.45454545454545453,0.5263157894736842,
Evaluation 4: EXP2 vs EXP4 vs PHY,direct,EXP2_direct vs PHY_direct,level2,single_label,03-09,0,0,3,0,0.0,,,
Evaluation 4: EXP2 vs EXP4 vs PHY,direct,EXP2_direct vs PHY_direct,level2,single_label,04-00,2,0,0,2,,0.0,,
Evaluation 4: EXP2 vs EXP4 vs PHY,direct,EXP2_direct vs PHY_direct,level2,single_label,04-01,2,1,0,1,1.0,0.5,0.6666666666666666,
Evaluation 4: EXP2 vs EXP4 vs PHY,direct,EXP2_direct vs PHY_direct,level2,single_label,04-02,1,0,1,1,0.0,0.0,,
Evaluation 4: EXP2 vs EXP4 vs PHY,direct,EXP2_direct vs PHY_direct,level2,single_label,04-03,3,0,0,3,,0.0,,
Evaluation 4: EXP2 vs EXP4 vs PHY,direct,EXP2_direct vs PHY_direct,level2,single_label,04-05,4,1,0,3,1.0,0.25,0.4,
Evaluation 4: EXP2 vs EXP4 vs PHY,direct,EXP2_direct vs PHY_direct,level2,single_label,04-06,1,1,0,0,1.0,1.0,1.0,
Evaluation 4: EXP2 vs EXP4 vs PHY,direct,EXP2_direct vs PHY_direct,level2,single_label,04-08,1,0,0,1,,0.0,,
Evaluation 4: EXP2 vs EXP4 vs PHY,direct,EXP2_direct vs PHY_direct,level2,single_label,04-99,0,0,3,0,0.0,,,
Evaluation 4: EXP2 vs EXP4 vs PHY,direct,EXP2_direct vs PHY_direct,level2,single_label,05-00,0,0,2,0,0.0,,,
Evaluation 4: EXP2 vs EXP4 vs PHY,direct,EXP2_direct vs PHY_direct,level2,single_label,05-03,1,0,0,1,,0.0,,
Evaluation 4: EXP2 vs EXP4 vs PHY,direct,EXP2_direct vs PHY_direct,level2,single_label,05-05,1,0,3,1,0.0,0.0,,
Evaluation 4: EXP2 vs EXP4 vs PHY,direct,EXP2_direct vs PHY_direct,level2,single_label,05-06,16,7,0,9,1.0,0.4375,0.6086956521739131,
Evaluation 4: EXP2 vs EXP4 vs PHY,direct,EXP2_direct vs PHY_direct,level2,single_label,BLANK,0,0,2,0,0.0,,,
Evaluation 4: EXP2 vs EXP4 vs PHY,direct,EXP2_direct vs PHY_direct,level1,single_label,00,0,0,57,0,0.0,,,
Evaluation 4: EXP2 vs EXP4 vs PHY,direct,EXP2_direct vs PHY_direct,level1,single_label,01,156,86,20,70,0.8113207547169812,0.5512820512820513,0.6564885496183206,
Evaluation 4: EXP2 vs EXP4 vs PHY,direct,EXP2_direct vs PHY_direct,level1,single_label,02,4,2,0,2,1.0,0.5,0.6666666666666666,
Evaluation 4: EXP2 vs EXP4 vs PHY,direct,EXP2_direct vs PHY_direct,level1,single_label,03,138,106,38,32,0.7361111111111112,0.7681159420289855,0.7517730496453902,
Evaluation 4: EXP2 vs EXP4 vs PHY,direct,EXP2_direct vs PHY_direct,level1,single_label,04,14,4,3,10,0.5714285714285714,0.2857142857142857,0.38095238095238093,
Evaluation 4: EXP2 vs EXP4 vs PHY,direct,EXP2_direct vs PHY_direct,level1,single_label,05,18,12,0,6,1.0,0.6666666666666666,0.8,
Evaluation 4: EXP2 vs EXP4 vs PHY,direct,EXP2_direct vs PHY_direct,level1,single_label,BLANK,0,0,2,0,0.0,,,
Evaluation 4: EXP2 vs EXP4 vs PHY,underlying,EXP2_underlying vs PHY_underlying,full,single_label,00-01-00,0,0,3,0,0.0,,,
Evaluation 4: EXP2 vs EXP4 vs PHY,underlying,EXP2_underlying vs PHY_underlying,full,single_label,00-02-00,0,0,68,0,0.0,,,
Evaluation 4: EXP2 vs EXP4 vs PHY,underlying,EXP2_underlying vs PHY_underlying,full,single_label,00-03-00,0,0,6,0,0.0,,,
Evaluation 4: EXP2 vs EXP4 vs PHY,underlying,EXP2_underlying vs PHY_underlying,full,single_label,00-04-00,0,0,2,0,0.0,,,
Evaluation 4: EXP2 vs EXP4 vs PHY,underlying,EXP2_underlying vs PHY_underlying,full,single_label,01-00-00,30,0,1,30,0.0,0.0,,
Evaluation 4: EXP2 vs EXP4 vs PHY,underlying,EXP2_underlying vs PHY_underlying,full,single_label,01-01-00,214,76,185,138,0.29118773946360155,0.35514018691588783,0.31999999999999995,
Evaluation 4: EXP2 vs EXP4 vs PHY,underlying,EXP2_underlying vs PHY_underlying,full,single_label,01-01-01,206,95,116,111,0.45023696682464454,0.46116504854368934,0.4556354916067147,
Evaluation 4: EXP2 vs EXP4 vs PHY,underlying,EXP2_underlying vs PHY_underlying,full,single_label,01-01-02,57,35,62,22,0.36082474226804123,0.6140350877192983,0.4545454545454546,
Evaluation 4: EXP2 vs EXP4 vs PHY,underlying,EXP2_underlying vs PHY_underlying,full,single_label,01-01-03,0,0,9,0,0.0,,,
Evaluation 4: EXP2 vs EXP4 vs PHY,underlying,EXP2_underlying vs PHY_underlying,full,single_label,01-01-04,209,136,170,73,0.4444444444444444,0.6507177033492823,0.5281553398058251,
Evaluation 4: EXP2 vs EXP4 vs PHY,underlying,EXP2_underlying vs PHY_underlying,full,single_label,01-01-05,70,20,72,50,0.21739130434782608,0.2857142857142857,0.24691358024691357,
Evaluation 4: EXP2 vs EXP4 vs PHY,underlying,EXP2_underlying vs PHY_underlying,full,single_label,01-01-06,15,1,26,14,0.037037037037037035,0.06666666666666667,0.047619047619047616,
Evaluation 4: EXP2 vs EXP4 vs PHY,underlying,EXP2_underlying vs PHY_underlying,full,single_label,01-01-99,0,0,18,0,0.0,,,
Evaluation 4: EXP2 vs EXP4 vs PHY,underlying,EXP2_underlying vs PHY_underlying,full,single_label,01-03-00,16,1,5,15,0.16666666666666666,0.0625,0.09090909090909091,
Evaluation 4: EXP2 vs EXP4 vs PHY,underlying,EXP2_underlying vs PHY_underlying,full,single_label,01-04-00,41,0,1,41,0.0,0.0,,
Evaluation 4: EXP2 vs EXP4 vs PHY,underlying,EXP2_underlying vs PHY_underlying,full,single_label,01-04-01,40,26,108,14,0.19402985074626866,0.65,0.29885057471264365,
Evaluation 4: EXP2 vs EXP4 vs PHY,underlying,EXP2_underlying vs PHY_underlying,full,single_label,01-04-02,801,559,80,242,0.8748043818466353,0.6978776529338327,0.7763888888888888,
Evaluation 4: EXP2 vs EXP4 vs PHY,underlying,EXP2_underlying vs PHY_underlying,full,single_label,01-04-03,27,1,2,26,0.3333333333333333,0.037037037037037035,0.06666666666666667,
Evaluation 4: EXP2 vs EXP4 vs PHY,underlying,EXP2_underlying vs PHY_underlying,full,single_label,01-05-00,52,39,99,13,0.2826086956521739,0.75,0.4105263157894737,
Evaluation 4: EXP2 vs EXP4 vs PHY,underlying,EXP2_underlying vs PHY_underlying,full,single_label,01-07-00,3,2,0,1,1.0,0.6666666666666666,0.8,
Evaluation 4: EXP2 vs EXP4 vs PHY,underlying,EXP2_underlying vs PHY_underlying,full,single_label,01-99-00,0,0,1,0,0.0,,,
Evaluation 4: EXP2 vs EXP4 vs PHY,underlying,EXP2_underlying vs PHY_underlying,full,single_label,02-00-00,9,3,8,6,0.2727272727272727,0.3333333333333333,0.3,
Evaluation 4: EXP2 vs EXP4 vs PHY,underlying,EXP2_underlying vs PHY_underlying,full,single_label,02-01-00,6,0,1,6,0.0,0.0,,
Evaluation 4: EXP2 vs EXP4 vs PHY,underlying,EXP2_underlying vs PHY_underlying,full,single_label,02-02-00,5,2,1,3,0.6666666666666666,0.4,0.5,
Evaluation 4: EXP2 vs EXP4 vs PHY,underlying,EXP2_underlying vs PHY_underlying,full,single_label,02-03-00,17,8,1,9,0.8888888888888888,0.47058823529411764,0.6153846153846153,
Evaluation 4: EXP2 vs EXP4 vs PHY,underlying,EXP2_underlying vs PHY_underlying,full,single_label,02-04-00,11,1,31,10,0.03125,0.09090909090909091,0.046511627906976744,
Evaluation 4: EXP2 vs EXP4 vs PHY,underlying,EXP2_underlying vs PHY_underlying,full,single_label,02-05-00,6,4,5,2,0.4444444444444444,0.6666666666666666,0.5333333333333333,
Evaluation 4: EXP2 vs EXP4 vs PHY,underlying,EXP2_underlying vs PHY_underlying,full,single_label,02-06-00,1,0,1,1,0.0,0.0,,
Evaluation 4: EXP2 vs EXP4 vs PHY,underlying,EXP2_underlying vs PHY_underlying,full,single_label,02-99-00,0,0,16,0,0.0,,,
Evaluation 4: EXP2 vs EXP4 vs PHY,underlying,EXP2_underlying vs PHY_underlying,full,single_label,03-00-00,47,0,0,47,,0.0,,
Evaluation 4: EXP2 vs EXP4 vs PHY,underlying,EXP2_underlying vs PHY_underlying,full,single_label,03-01-00,29,3,10,26,0.23076923076923078,0.10344827586206896,0.14285714285714288,
